学科,题干,标准答案,选项A,选项B,选项C,选项D,选项E
方剂学,下列各项中，不属于败毒散组成药物的是,C,柴胡,羌活,荆芥,桔梗,人参
方剂学,败毒散中配伍人参的主要用意是,C,大补肺脾，以复正气,补脾益肺，培土生金,扶助正气，鼓邪外出,益气生津，以资汗源,益气和中，温阳止痹
方剂学,解表剂应用时需注意,E,宜热服，以助汗出,宜久煎，以助充分发挥药力,证属风热者，宜辛温解表剂,表里并重者，先解表，后治里,外邪入里者，不宜继续使用解表剂
方剂学,桂枝汤证发热的临床表现是,A,恶风发热,恶寒发热,但热不寒,往来寒热,骨蒸潮热
方剂学,麻黄汤证发热的临床表现是,B,恶风发热,恶寒发热,但热不寒,往来寒热,骨蒸潮热
方剂学,小青龙汤中主要起发汗散寒解表作用的配伍药物是,A,麻黄,桂枝,细辛,细辛,干姜
方剂学,小青龙汤中主要起温肺散寒化饮作用的配伍药物是,C,麻黄,桂枝,细辛,细辛,干姜
方剂学,麻黄汤中配伍炙甘草的主要用意是,C,益气补虚,扶正祛邪,缓峻护正,化痰止咳,实卫合营
方剂学,桂枝汤中配伍炙甘草的主要用意是,E,益气补虚,扶正祛邪,缓峻护正,化痰止咳,实卫合营
方剂学,银翘散的功用是,B,散寒祛湿，益气解表,辛凉透表，清热解毒,助阳散寒，祛风除湿,益气解表，祛风散寒,滋阴益气，发汗解表
方剂学,败毒散的功用是,A,散寒祛湿，益气解表,辛凉透表，清热解毒,助阳散寒，祛风除湿,益气解表，祛风散寒,滋阴益气，发汗解表
方剂学,功用为攻下通便、补气养血的方剂是,D,麻子仁丸,温脾汤,济川煎,黄龙汤,十枣汤
方剂学,黄龙汤煎时“加桔梗一撮”的主要用意是,E,宣肺祛痰利咽,宣肺化痰止咳,升提以防正脱,宣肺利气排脓,宣肺以助通肠
方剂学,黄龙汤的组成药物除大黄、芒硝、枳实、厚朴、桔梗外，还包括,E,生地,生地,人参,当归,人参
方剂学,十枣汤的功用是,E,补气健脾,益气补血,养血润燥,养血安神,攻逐水饮
方剂学,功用为泻热逐水的方剂是,D,十枣汤,济川煎,大承气汤,大陷胸汤,大黄牡丹汤
方剂学,济川煎的组成药物中不含,A,麦冬,枳壳,升麻,牛膝,泽泻
方剂学,大黄牡丹汤的组成药物除大黄、牡丹皮外，其余的是,D,桃仁,连翘,赤芍,桃仁,连翘
方剂学,大黄牡丹汤中大黄的配伍意义是,D,清热泻火，导热下行,清泻瘀热，分利二便,荡涤肠胃，泄热泻结,泻热除湿，通肠逐瘀,通肠泄热，以泻代清
方剂学,下列何药不是温脾汤的组成药物,A,厚朴,人参,大黄,甘草,附子
方剂学,温脾汤的功用是,B,温中健脾，行气除满,攻下冷积，温补脾阳,温阳健脾，行气利水,温脾散寒，消食止泻,温脾暖胃，化湿和中
方剂学,麻子仁丸的组成药物中不含,C,大黄,枳实,当归,杏仁,芍药
方剂学,麻子仁丸适用于,E,气虚便秘,阴虚便秘,阳虚便秘,血虚便秘,燥热伤津便秘
方剂学,麻子仁丸和济川煎都具有的功用是,C,泻热,行气,润肠,滋阴,养血
方剂学,泻下剂应用时需注意,B,凡有虚证者，必不可使用泻下剂,邪实而正虚者，治宜攻补兼施,产后可予适量泻下剂，以助袪恶露,泻下剂可用于表证未解，里证已成之时,得效后需酌情再服，务必尽其药力，以防留邪
方剂学,温脾汤中大黄配附子意在,A,温阳袪寒，攻下冷积,攻润相合，下不伤正,益气养血，下不伤正,泻结泄热，温中散寒,泻热逐瘀，下不伤正
方剂学,济川煎的功用是,A,温肾益精，润肠通便,滋阴增液，通便泻热,润肠泄热，行气通便,养阴清热，润肠通便,滋阴养血，润肠通便
方剂学,麻子仁丸的功用是,C,温肾益精，润肠通便,滋阴增液，通便泻热,润肠泄热，行气通便,养阴清热，润肠通便,滋阴养血，润肠通便
方剂学,小承气汤的功用是,D,缓下热结,峻下热结,泻热逐水,轻下热结,润肠通便
方剂学,大陷胸汤的功用是,C,缓下热结,峻下热结,泻热逐水,轻下热结,润肠通便
方剂学,麻子仁丸的组成药物中含有,D,当归,芒硝,芒硝,芍药,大黄
方剂学,大承气汤的组成药物中含有,C,当归,芒硝,芒硝,芍药,大黄
方剂学,功用为补脾柔肝，祛湿止泻的方剂是,E,四逆散,逍遥散,温脾汤,大柴胡汤,痛泻要方
方剂学,痛泻要方中配伍防风的主要用意是,E,升发清阳,祛风解痉,疏风散寒,疏风宽肠,散肝舒脾
方剂学,下列各项中，除哪项外均属于小柴胡汤主治病证的临床表现,D,往来寒热,心烦喜呕,胸胁苦满,泄利下重,口苦咽干目眩
方剂学,和解少阳的代表方剂是,D,四逆散,逍遥散,大柴胡汤,小柴胡汤,半夏泻心汤
方剂学,蒿芩清胆汤的功用是,E,疏肝解郁，益血健脾,补脾柔肝，祛湿止泻,清热泻火，利水通淋,清热利湿，逐瘀退黄,清胆利湿，和胃化痰
方剂学,小柴胡汤的组成是,A,柴胡,柴胡,柴胡,柴胡,柴胡
方剂学,逍遥散中配伍薄荷的用意是,E,疏肝解郁,疏郁透邪,散肝舒脾,清利头目,疏肝散热
方剂学,四逆散所主证候的病因病机是,B,实邪闭阻，抑遏阳气,气机不畅，阳气内郁,血虚受寒，寒客经脉,少阴阳虚，阴寒上逆,肾阳衰微，阴寒内盛
方剂学,逍遥散所主证候的病机要点是,D,阴虚肝郁，横犯脾胃,肝血不足，疏泄失常,肝气郁滞，耗伤阴血,肝郁血虚，脾失健运,营血虚滞，肝失疏泄
方剂学,功用为透邪解郁，疏肝理脾的方剂是,A,四逆散,逍遥散,达原饮,痛泻要方,大柴胡汤
方剂学,四逆散的组成药物中不包括,B,柴胡,陈皮,枳实,芍药,炙甘草
方剂学,《伤寒论》原著中，半夏泻心汤证的成因是,D,桂枝汤证过汗,桂枝汤证误下,小柴胡汤证误汗,小柴胡汤证误下,大承气汤证应下失下
方剂学,半夏泻心汤适用于,C,胃虚有热，和降失常，症见心胸烦闷，气逆欲呕，口干喜饮者,脾胃虚弱，水热互结，症见心下硬满，干噫食臭，肠鸣下利者,脾胃虚弱，寒热错杂，症见心下痞满，但满不痛，呕吐下利者,脾胃虚弱，寒热错杂，症见脘腹痞胀，恶食懒倦，大便不畅者,脾胃虚弱，痰浊内阻，症见心下痞硬，噫气不除，苔腻脉滑者
方剂学,半夏泻心汤与小柴胡汤两方组成中均含有的药物是,E,人参,半夏,人参,柴胡,半夏
方剂学,和解剂应用时需注意,B,和解剂仅用于肝脾不和病证,和解剂性质平和，无明显寒热补泻之偏,和解剂既可用于纯虚证，也可用于纯实证,外邪在表，未入少阳者，可先以和解剂缓少阳之急,和解剂偏于扶正补中之功
方剂学,下列各项中，不属于竹叶石膏汤组成药物的是,A,知母,人参,竹叶,石膏,甘草
方剂学,芍药汤的功用是,C,宣畅气机，清利湿热,清热化湿，理气和中,清热燥湿，调和气血,清热解毒，凉血止痢,燥湿运脾，行气和胃
方剂学,下列各项中，不属于普济消毒饮组成药物的是,B,黄芩,防风,甘草,升麻,玄参
方剂学,由元参、麦冬、犀角、银花、黄连、生地、连翘、竹叶心、丹参组成的方剂是,A,清营汤,凉膈散,仙方活命饮,犀角地黄汤,普济消毒饮
方剂学,黄连解毒汤的功用是,D,清热生津,清热燥湿,清上泄下,泻火解毒,泻火通便
方剂学,下列各项中，不属于仙方活命饮组成药物的是,A,连翘,贝母,防风,当归,甘草
方剂学,苇茎汤的功用是,E,降气平喘，祛痰止咳,宣利肺气，疏风止咳,解表散寒，温肺化饮,辛凉宣肺，清肺平喘,清肺化痰，逐瘀排脓
方剂学,由生甘草梢、木通、生地黄、竹叶组成的方剂是,C,玉女煎,凉膈散,导赤散,清胃散,犀角地黄汤
方剂学,方中包含泽泻、木通、当归、龙胆草、柴胡、甘草、栀子的方剂是,E,清骨散,凉膈散,导赤散,仙方活命饮,龙胆泻肝汤
方剂学,清暑益气汤中臣药为,B,荷梗,荷梗,洋参,麦冬,荷梗
方剂学,香薷散中香薷的功用是,D,行气化湿，健脾和中,清热解暑，养阴生津,解表化湿，祛暑生津,解表散寒，祛暑化湿,解表化湿，清热除烦
方剂学,白虎汤中石膏与知母相伍之意为,C,清营凉血，滋阴养血,益胃生津，凉血宽胸,清热生津，除烦止渴,清热凉血，养阴润燥,泻火除湿，滋阴凉血
方剂学,香薷散主治,A,阴暑,暑湿证,暑热气津两伤证,暑热证,阳暑
方剂学,青蒿鳖甲汤的功用是,D,凉血止痢,滋阴泻火,滋阴养血,养阴透热,泄热除烦
方剂学,清热剂应用时需注意,E,热邪在气可先治血,真寒假热证，可用清热剂清解在表之热,清热剂中忌配用醒脾和胃之品，以免伤阳碍胃,清热剂中少佐微热之品，为反佐法,屡用清热之剂而热势不退者，可改用甘寒滋阴壮水之法
方剂学,青蒿鳖甲汤中青蒿与鳖甲的配伍意义是,E,除烦坚阴，润燥降火,养血育阴，益气固表,滋阴退热，泻火除烦,益气养血，育阴清热,滋阴清热，内清外透
方剂学,两胁作痛，头痛目眩，月经不调，乳房作胀，神疲食少，脉弦而虚者。治宜选用,A,逍遥散,四逆散,一贯煎,痛泻要方,柴胡疏肝散
方剂学,胁肋胀闷，脘腹疼痛，手足不温，脉弦者。治宜选用,B,逍遥散,四逆散,一贯煎,痛泻要方,柴胡疏肝散
方剂学,逍遥散的功用是,D,疏肝解郁，行气止痛,透邪解郁，疏肝理脾,补脾柔肝，祛湿止泻,疏肝解郁，养血健脾,和解少阳，内泻结热
方剂学,四逆散的功用是,B,疏肝解郁，行气止痛,透邪解郁，疏肝理脾,补脾柔肝，祛湿止泻,疏肝解郁，养血健脾,和解少阳，内泻结热
方剂学,半夏泻心汤的功用是,B,益气健脾，渗湿止泻,寒热平调，消痞散结,疏风解表，清热通便,清胆利湿，和胃化痰,补脾柔肝，祛湿止泻
方剂学,痛泻要方的功用是,E,益气健脾，渗湿止泻,寒热平调，消痞散结,疏风解表，清热通便,清胆利湿，和胃化痰,补脾柔肝，祛湿止泻
方剂学,导赤散的组成药物是,C,芍药,地骨皮,生地,生地,石膏
方剂学,玉女煎的组成药物是,E,芍药,地骨皮,生地,生地,石膏
方剂学,以清热解毒，凉血止痢为主要功用的方剂是,C,败毒散,芍药汤,白头翁汤,黄连解毒汤,犀角地黄汤
方剂学,以清热燥湿，调气和血为主要功用的方剂是,B,败毒散,芍药汤,白头翁汤,黄连解毒汤,犀角地黄汤
方剂学,身热夜甚，神烦少寐，时有谵语，脉数，舌绛而干者。治宜选用,A,清营汤,白虎汤,当归六黄汤,犀角地黄汤,白虎加人参汤
方剂学,发热盗汗，面赤心烦，口干唇燥，大便干结，小便黄赤，舌红脉数者。治宜选用,C,清营汤,白虎汤,当归六黄汤,犀角地黄汤,白虎加人参汤
方剂学,犀角地黄汤的功用是,A,清热解毒，凉血散瘀,清热开窍，豁痰解毒,清热开窍，息风止痉,清营解毒，透热养阴,清肺宁肝，凉血止血
方剂学,清营汤的功用是,D,清热解毒，凉血散瘀,清热开窍，豁痰解毒,清热开窍，息风止痉,清营解毒，透热养阴,清肺宁肝，凉血止血
方剂学,清营汤的组成药物中含有,C,丹皮,石膏,元参,黄芩,石膏
方剂学,犀角地黄汤的组成药物中含有,A,丹皮,石膏,元参,黄芩,石膏
方剂学,齿松牙衄，烦热干渴，舌红苔黄而干者，治宜选用,B,龙胆泻肝汤,玉女煎,清胃散,芍药汤,凉膈散
方剂学,牙痛龈肿，口气热臭，舌红苔黄，脉滑数者。治宜选用,C,龙胆泻肝汤,玉女煎,清胃散,芍药汤,凉膈散
方剂学,组成药物中含有栀子泽泻黄芩生地当归的方剂是,E,泻白散,凉膈散,芍药汤,清胃散,龙胆泻肝汤
方剂学,组成药物中含有生地当归丹皮黄连升麻的方剂是,D,泻白散,凉膈散,芍药汤,清胃散,龙胆泻肝汤
方剂学,下列各项中，不属于竹叶石膏汤组成药物的是,A,知母,人参,竹叶,石膏,甘草
方剂学,芍药汤的功用是,C,宣畅气机，清利湿热,清热化湿，理气和中,清热燥湿，调和气血,清热解毒，凉血止痢,燥湿运脾，行气和胃
方剂学,下列各项中，不属于普济消毒饮组成药物的是,B,黄芩,防风,甘草,升麻,玄参
方剂学,由元参、麦冬、犀角、银花、黄连、生地、连翘、竹叶心、丹参组成的方剂是,A,清营汤,凉膈散,仙方活命饮,犀角地黄汤,普济消毒饮
方剂学,黄连解毒汤的功用是,D,清热生津,清热燥湿,清上泄下,泻火解毒,泻火通便
方剂学,下列各项中，不属于仙方活命饮组成药物的是,A,连翘,贝母,防风,当归,甘草
方剂学,苇茎汤的功用是,E,降气平喘，祛痰止咳,宣利肺气，疏风止咳,解表散寒，温肺化饮,辛凉宣肺，清肺平喘,清肺化痰，逐瘀排脓
方剂学,由生甘草梢、木通、生地黄、竹叶组成的方剂是,C,玉女煎,凉膈散,导赤散,清胃散,犀角地黄汤
方剂学,方中包含泽泻、木通、当归、龙胆草、柴胡、甘草、栀子的方剂是,E,清骨散,凉膈散,导赤散,仙方活命饮,龙胆泻肝汤
方剂学,白虎汤中石膏与知母相伍之意为,C,清营凉血，滋阴养血,益胃生津，凉血宽胸,清热生津，除烦止渴,清热凉血，养阴润燥,泻火除湿，滋阴凉血
方剂学,青蒿鳖甲汤的功用是,D,凉血止痢,滋阴泻火,滋阴养血,养阴透热,泄热除烦
方剂学,清热剂应用时需注意,E,热邪在气可先治血,真寒假热证，可用清热剂清解在表之热,清热剂中忌配用醒脾和胃之品，以免伤阳碍胃,清热剂中少佐微热之品，为反佐法,屡用清热之剂而热势不退者，可改用甘寒滋阴壮水之法
方剂学,青蒿鳖甲汤中青蒿与鳖甲的配伍意义是,E,除烦坚阴，润燥降火,养血育阴，益气固表,滋阴退热，泻火除烦,益气养血，育阴清热,滋阴清热，内清外透
方剂学,导赤散的组成药物是,C,芍药,地骨皮,生地,生地,石膏
方剂学,玉女煎的组成药物是,E,芍药,地骨皮,生地,生地,石膏
方剂学,以清热解毒，凉血止痢为主要功用的方剂是,C,败毒散,芍药汤,白头翁汤,黄连解毒汤,犀角地黄汤
方剂学,以清热燥湿，调气和血为主要功用的方剂是,B,败毒散,芍药汤,白头翁汤,黄连解毒汤,犀角地黄汤
方剂学,身热夜甚，神烦少寐，时有谵语，脉数，舌绛而干者。治宜选用,A,清营汤,白虎汤,当归六黄汤,犀角地黄汤,白虎加人参汤
方剂学,发热盗汗，面赤心烦，口干唇燥，大便干结，小便黄赤，舌红脉数者。治宜选用,C,清营汤,白虎汤,当归六黄汤,犀角地黄汤,白虎加人参汤
方剂学,犀角地黄汤的功用是,A,清热解毒，凉血散瘀,清热开窍，豁痰解毒,清热开窍，息风止痉,清营解毒，透热养阴,清肺宁肝，凉血止血
方剂学,清营汤的功用是,D,清热解毒，凉血散瘀,清热开窍，豁痰解毒,清热开窍，息风止痉,清营解毒，透热养阴,清肺宁肝，凉血止血
方剂学,清营汤的组成药物中含有,C,丹皮,石膏,元参,黄芩,石膏
方剂学,犀角地黄汤的组成药物中含有,A,丹皮,石膏,元参,黄芩,石膏
方剂学,齿松牙衄，烦热干渴，舌红苔黄而干者，治宜选用,B,龙胆泻肝汤,玉女煎,清胃散,芍药汤,凉膈散
方剂学,牙痛龈肿，口气热臭，舌红苔黄，脉滑数者。治宜选用,C,龙胆泻肝汤,玉女煎,清胃散,芍药汤,凉膈散
方剂学,组成药物中含有栀子泽泻黄芩生地当归的方剂是,E,泻白散,凉膈散,芍药汤,清胃散,龙胆泻肝汤
方剂学,组成药物中含有生地当归丹皮黄连升麻的方剂是,D,泻白散,凉膈散,芍药汤,清胃散,龙胆泻肝汤
方剂学,六一散的功用是,A,清暑利湿,清暑生津,清暑除烦,清暑化湿,祛暑清热
方剂学,香薷散的功用是,D,祛湿化浊，理气宽中,散寒解表，化湿和中,解表散寒，理气和中,祛暑解表，化湿和中,祛暑解表，清热化湿
方剂学,清暑益气汤的功用是,D,益气养阴，清透暑热,清暑除烦，益气和胃,清暑利湿，益气和胃,清暑益气，养阴生津,清暑益气，和胃止呕
方剂学,清暑益气汤中臣药为,B,荷梗,荷梗,洋参,麦冬,荷梗
方剂学,香薷散中香薷的功用是,D,行气化湿，健脾和中,清热解暑，养阴生津,解表化湿，祛暑生津,解表散寒，祛暑化湿,解表化湿，清热除烦
方剂学,香薷散主治,A,阴暑,暑湿证,暑热气津两伤证,暑热证,阳暑
方剂学,吴茱萸汤和理中丸二方组成中均含有的药物是,D,大枣,干姜,白术,人参,吴茱萸
方剂学,大建中汤和小建中汤二方组成中均含有的药物是,B,附子,饴糖,干姜,人参,蜀椒
方剂学,吴茱萸汤的功用是,E,温中补虚，和里缓急,温肾暖脾，涩肠止泻,温中补虚，散寒止痛,温中祛寒，益气健脾,温中补虚，降逆止呕
方剂学,不适宜用吴茱萸汤治疗的病证是,E,肝胃虚寒，浊阴上逆证,胃中虚冷，症见食谷欲呕者,肝寒犯胃，症见脘腹冷痛、呕吐酸水者,肝寒上逆，症见头痛、干呕、吐涎沫者,脾胃阳虚，阴寒上乘，症见胸满而痛，甚至胸痛彻背者
方剂学,从组成药物来看，小建中汤即桂枝汤,E,倍甘草加饴糖,去芍药加饴糖,倍甘草与芍药,去芍药倍甘草,倍芍药加饴糖
方剂学,理中丸的君药是,B,白术,干姜,人参,炮附子,炙甘草
方剂学,理中丸的功用是,D,健脾益气，渗湿止泻,健脾益气，养胃和中,温中健脾，和里缓急,温中祛寒，补气健脾,温中祛寒，和胃止呕
方剂学,理中丸的组成药物中不含有,E,人参,干姜,甘草,白术,附子
方剂学,四逆汤的组成药物是,A,附子,附子,柴胡,桂枝,肉桂
方剂学,四逆汤与四逆散二方组成中均含有的药物是,C,柴胡,芍药,甘草,枳实,干姜
方剂学,阳和汤的组成药物除麻黄、白芥子外，其余是,C,熟地,生地,熟地,熟地,熟地
方剂学,四逆汤与当归四逆汤二方组成中均含有的药物是,E,当归,附子,桂枝,干姜,甘草
方剂学,温里剂应用时需注意,E,素体阴虚者宜服用温里剂,温里剂性质温和，可不拘时令、地域服用,失血之证应予温里剂温中固阳,阴寒过盛服药即吐者，宜温服,温里剂中宜多补气药物，助已伤阳气得复
方剂学,温里剂的适用证是,B,表寒证,里寒证,阴虚证,失血证,亡阳证
方剂学,吴茱萸汤主证病机涉及的主要脏腑是,D,肝,脾,脾,肝,肝
方剂学,理中丸主证病机涉及的主要脏腑是,B,肝,脾,脾,肝,肝
方剂学,小建中汤的功用是,E,温中祛寒，补气健脾,温中散寒，缓急止痛,温中补虚，降逆止痛,温中补虚，降逆止呕,温中补虚，和里缓急
方剂学,大建中汤的功用是,C,温中祛寒，补气健脾,温中散寒，缓急止痛,温中补虚，降逆止痛,温中补虚，降逆止呕,温中补虚，和里缓急
方剂学,方中芍药与桂枝配伍以调和营卫的方剂是,C,阳和汤,逍遥散,桂枝汤,小建中汤,痛泻要方
方剂学,方中芍药与甘草配伍以和里缓急的方剂是,D,阳和汤,逍遥散,桂枝汤,小建中汤,痛泻要方
方剂学,组成中含有麻黄的方剂是,E,回阳救急汤,大建中汤,温脾汤,四逆汤,阳和汤
方剂学,组成中含有蜀椒的方剂是,B,回阳救急汤,大建中汤,温脾汤,四逆汤,阳和汤
方剂学,方中附子与干姜配伍以逐寒回阳的方剂是,A,四逆汤,四逆散,阳和汤,理中丸,当归四逆汤
方剂学,方中当归与桂枝配伍以养血温经的方剂是,E,四逆汤,四逆散,阳和汤,理中丸,当归四逆汤
方剂学,理中丸和温脾汤中均含有的药物是,E,人参,大黄,甘草,白术,干姜
方剂学,四逆汤和理中丸中均含有的药物是,E,人参,大黄,甘草,白术,干姜
方剂学,原方生姜用量较大的是,C,桂枝汤,十枣汤,吴茱萸汤,小建中汤,当归四逆汤
方剂学,原方大枣用量最大的是,E,桂枝汤,十枣汤,吴茱萸汤,小建中汤,当归四逆汤
方剂学,吴茱萸汤和理中丸二方组成中均含有的药物是,D,大枣,干姜,白术,人参,吴茱萸
方剂学,大建中汤和小建中汤二方组成中均含有的药物是,B,附子,饴糖,干姜,人参,蜀椒
方剂学,吴茱萸汤的功用是,E,温中补虚，和里缓急,温肾暖脾，涩肠止泻,温中补虚，散寒止痛,温中祛寒，益气健脾,温中补虚，降逆止呕
方剂学,不适宜用吴茱萸汤治疗的病证是,E,肝胃虚寒，浊阴上逆证,胃中虚冷，症见食谷欲呕者,肝寒犯胃，症见脘腹冷痛、呕吐酸水者,肝寒上逆，症见头痛、干呕、吐涎沫者,脾胃阳虚，阴寒上乘，症见胸满而痛，甚至胸痛彻背者
方剂学,从组成药物来看，小建中汤即桂枝汤,E,倍甘草加饴糖,去芍药加饴糖,倍甘草与芍药,去芍药倍甘草,倍芍药加饴糖
方剂学,理中丸的君药是,B,白术,干姜,人参,炮附子,炙甘草
方剂学,理中丸的功用是,D,健脾益气，渗湿止泻,健脾益气，养胃和中,温中健脾，和里缓急,温中祛寒，补气健脾,温中祛寒，和胃止呕
方剂学,理中丸的组成药物中不含有,E,人参,干姜,甘草,白术,附子
方剂学,四逆汤的组成药物是,A,附子,附子,柴胡,桂枝,肉桂
方剂学,四逆汤与四逆散二方组成中均含有的药物是,C,柴胡,芍药,甘草,枳实,干姜
方剂学,阳和汤的组成药物除麻黄、白芥子外，其余是,C,熟地,生地,熟地,熟地,熟地
方剂学,四逆汤与当归四逆汤二方组成中均含有的药物是,E,当归,附子,桂枝,干姜,甘草
方剂学,温里剂应用时需注意,E,素体阴虚者宜服用温里剂,温里剂性质温和，可不拘时令、地域服用,失血之证应予温里剂温中固阳,阴寒过盛服药即吐者，宜温服,温里剂中宜多补气药物，助已伤阳气得复
方剂学,温里剂的适用证是,B,表寒证,里寒证,阴虚证,失血证,亡阳证
方剂学,吴茱萸汤主证病机涉及的主要脏腑是,D,肝,脾,脾,肝,肝
方剂学,理中丸主证病机涉及的主要脏腑是,B,肝,脾,脾,肝,肝
方剂学,小建中汤的功用是,E,温中祛寒，补气健脾,温中散寒，缓急止痛,温中补虚，降逆止痛,温中补虚，降逆止呕,温中补虚，和里缓急
方剂学,大建中汤的功用是,C,温中祛寒，补气健脾,温中散寒，缓急止痛,温中补虚，降逆止痛,温中补虚，降逆止呕,温中补虚，和里缓急
方剂学,方中芍药与桂枝配伍以调和营卫的方剂是,C,阳和汤,逍遥散,桂枝汤,小建中汤,痛泻要方
方剂学,方中芍药与甘草配伍以和里缓急的方剂是,D,阳和汤,逍遥散,桂枝汤,小建中汤,痛泻要方
方剂学,组成中含有麻黄的方剂是,E,回阳救急汤,大建中汤,温脾汤,四逆汤,阳和汤
方剂学,组成中含有蜀椒的方剂是,B,回阳救急汤,大建中汤,温脾汤,四逆汤,阳和汤
方剂学,方中附子与干姜配伍以逐寒回阳的方剂是,A,四逆汤,四逆散,阳和汤,理中丸,当归四逆汤
方剂学,方中当归与桂枝配伍以养血温经的方剂是,E,四逆汤,四逆散,阳和汤,理中丸,当归四逆汤
方剂学,理中丸和温脾汤中均含有的药物是,E,人参,大黄,甘草,白术,干姜
方剂学,四逆汤和理中丸中均含有的药物是,E,人参,大黄,甘草,白术,干姜
方剂学,原方生姜用量较大的是,C,桂枝汤,十枣汤,吴茱萸汤,小建中汤,当归四逆汤
方剂学,原方大枣用量最大的是,E,桂枝汤,十枣汤,吴茱萸汤,小建中汤,当归四逆汤
方剂学,左归丸的功用是,C,滋阴补肾，涩精止遗,温补肾阳，填精补血,滋阴补肾，填精益髓,补益肝肾，强壮筋骨,填精补髓，滋阴降火
方剂学,当归补血汤原方当归与黄芪的配伍用量比例是,C,1:01,1:02,1:05,2:01,5:01
方剂学,右归丸的功用是,B,滋阴补肾，填精益髓,温补肾阳，填精益髓,温补肾阳，涩精缩尿,温肾化气，利水消肿,温肾壮阳，涩精止遗
方剂学,左归丸组成中含有而右归丸组成中不含有的药物是,B,枸杞子,龟板胶,鹿角胶,山茱萸,菟丝子
方剂学,当归补血汤重用黄芪为君，意在,A,补气生血,补气固表,补气托毒,补气行血,补气行水
方剂学,主治劳倦伤脾所致的发热，后世称为“甘温除热法”的方剂是,E,归脾汤,炙甘草汤,竹叶石膏汤,白虎加人参汤,补中益气汤
方剂学,补中益气汤功用是,D,益气补血，健脾温阳,健脾益气，养胃和中,健脾养胃，渗湿和中,补中健脾，升阳举陷,补中健脾，渗湿止泻
方剂学,参苓白术散的功用是,D,健脾益气，升阳举陷,健脾养胃，理气化痰,健脾益气，和中养胃,健脾益气，渗湿止泻,健脾助运，养胃渗湿
方剂学,归脾汤中配伍茯苓意在,C,利水消肿,健脾渗湿,宁心安神,渗湿止泻,涤痰除饮
方剂学,归脾汤和补中益气汤两方均具有的功用是,B,升阳举陷,益气养血,补脾养心,益气退热,养心安神
方剂学,归脾汤的功用是,E,健脾养心，益气摄血,健脾益气，宁心安神,滋阴清热，补心安神,健脾升阳，渗湿止泻,益气补血，健脾养心
方剂学,炙甘草汤的功用是,C,益气健脾，养阴润肺,健脾益气，补肺宁嗽,益气滋阴，通阳复脉,益气健脾，养血柔肝,补脾益肺，宁嗽止血
方剂学,炙甘草汤的组成药物中含有,E,麦冬,生地,阿胶,生姜,生地
方剂学,六味地黄丸中的君药是,C,茯苓,黄芪,熟地,山药,山茱萸
方剂学,六味地黄丸和大补阴丸两方组成中均不含有的药物是,C,泽泻,知母,生地黄,牡丹皮,炙龟板
方剂学,肾气丸原方用量最大的药物是,D,桂枝,山药,炮附子,干地黄,山萸肉
方剂学,地黄饮子的组成药物中不含,E,温肾补阳药,滋补肾阴药,养阴润肺药,化痰开窍药,平肝息风药
方剂学,补益剂应用时需注意,B,真虚假实证、真实假虚证均可使用补益剂,补益剂中须配伍理气醒脾之药，注意补而不滞,补益剂多味厚滋腻，宜大火久煎,宜饭后立即服用补益剂，助药物吸收,补益剂性质温和，适用范围广，虚证实证俱可
方剂学,六味地黄丸和参苓白术散两方组成中均含有,E,当归,熟地,人参,熟地,山药
方剂学,归脾汤和当归补血汤两方组成药物中均含有,A,当归,熟地,人参,熟地,山药
方剂学,生脉散适用于,A,气阴两伤，久咳自汗者,疮疡溃后，久不收口者,阴虚火旺，骨蒸盗汗者,虚火灼金，咳嗽咯血者,虚劳肺萎，干咳无痰者
方剂学,当归补血汤适用于,B,气阴两伤，久咳自汗者,疮疡溃后，久不收口者,阴虚火旺，骨蒸盗汗者,虚火灼金，咳嗽咯血者,虚劳肺萎，干咳无痰者
方剂学,生脉散的君药是,A,人参,黄芪,当归,麦冬,枸杞
方剂学,玉屏风散的君药是,B,人参,黄芪,当归,麦冬,枸杞
方剂学,左归丸和肾气丸两方的组成药物中均含有,B,鹿角,山药,山药,阿胶,龟胶
方剂学,右归丸和六味地黄丸的组成药物中均含有,B,鹿角,山药,山药,阿胶,龟胶
方剂学,补中益气汤的组成药物中不含,E,白术,黄芪,当归,柴胡,茯苓
方剂学,逍遥散的组成药物中不含,B,白术,黄芪,当归,柴胡,茯苓
方剂学,理中丸和四君子汤组成中均含有的药物是,B,白术,人参,甘草,茯苓,干姜
方剂学,理中丸和四逆汤组成中均含有的药物是,E,白术,人参,甘草,茯苓,干姜
方剂学,参苓白术散和炙甘草汤两方均具有的治疗作用是,D,滋肾养肝,温补肾阳,滋肾养心,健脾益气,补脾养心
方剂学,六味地黄丸和左归丸两方均具有的治疗作用是,A,滋肾养肝,温补肾阳,滋肾养心,健脾益气,补脾养心
方剂学,六味地黄丸和左归丸两方组成药物中均含有,A,熟地,黄芪,白术,远志,人参
方剂学,炙甘草汤和生脉散两方的组成药物中均含有,E,熟地,黄芪,白术,远志,人参
方剂学,左归丸和右归丸两方的组成药物中均含有,D,山茱萸,炮附子,炮附子,枸杞子,鹿角胶
方剂学,肾气丸和地黄饮子两方组成药物中均含有,C,山茱萸,炮附子,炮附子,枸杞子,鹿角胶
